COD_FORNECEDOR;RAZAO;NOME PRODUTO;COD_ERP;SITUACAO; DOC_FORNECEDOR ;STATUS
A.C.PASQUOTTO & CIA LTDA;;;;;;4,34702E+13
876;A.C.PASQUOTTO & CIA LTDA;PE.COLORIFICO ACOUGUE KG;1290;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;FARINHA DE ROSCA PAO FRANCES INT.KG;1522;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;MOLHO MARPA SOJA SHOYU 900ML;11519;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;MOLHO MARPA DENDE 100ML;12011;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;MOLHO MARPA PIMENTA TRADICIONAL 150ML;12014;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;EXTRATO MARPA PIMENTA EXTRA FORTE 100ML;12020;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;CANJIQUINHA MARPA XEREM 500G;12090;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;MOLHO MARPA INGLES 150ML;12439;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;MOLHO MARPA SOJA SHOYU 150ML;12936;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;PIMENTA MARPA MALAGUETA VERMELHA 70G;13172;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;PIMENTA MARPA MALAGUETA VERDE 70G;13173;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;MOLHO MARPA P/SALADA PARMESAN 240ML;14304;COMPRA SUSPENSA; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;MOLHO MARPA P/SALADA FRENCH 240ML;14305;COMPRA SUSPENSA; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;MOLHO MARPA P/SALADA LIMAO 240ML;14316;COMPRA SUSPENSA; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;MOLHO MARPA ARABE TRADICIONAL 150ML;14317;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;MOLHO MARPA ARABE C/PIMENTA 150ML;14321;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;MOLHO MARPA PIMENTA TRADICIONAL 900ML;14504;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;MOLHO MARPA ALHO 150ML;14607;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;ALHO MARPA PURO PICADO 200G PT;14838;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;ALHO MARPA PURO PICADO 400G PT;14839;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;AMIDO DE MILHO MARPA 500G;15334;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;ALHO MARPA PURO PICADO 1KG PT;15335;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;MOLHO MARPA PIMENTA CALABRESA 150ML;15716;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;ALIMENTO MARPA P/PASSARO PAINCO 1KG;22969;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;ALIMENTO MARPA P/PASSARO GIRASSOL M 1KG;24652;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;ALIMENTO MARPA P/PASSARO GIRASSOL G 1KG;24762;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;ALIMENTO MARPA P/PASSARO ALPISTE 500G;25629;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;ALIMENTO MARPA P/PASSARO GIRASSOL 250G;25630;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;ALIMENTO MARPA P/PASSARO PAINCO 500G;25631;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;PIMENTA MARPA REINO EM GRAOS 50G;30007;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;FARINHA MARPA MANDIOCA CARNE SECA 350G;30117;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;BICARBONATO SODIO MARPA 50G;30147;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;CAMOMILA MARPA 10G;30350;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;CANELA MARPA EM CASCA 10G;30351;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;COLORIFICO MARPA 50G;30353;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;CRAVO DA INDIA MARPA 10G;30354;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;LOURO MARPA EM FOLHAS 5G;30355;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;NOZ-MOSCADA MARPA 5G;30356;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;OREGANO MARPA 10G;30358;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;PIMENTA MARPA REINO MOIDA 50G;30359;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;COENTRO MARPA MOIDO 20G;30366;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;ACAFRAO MARPA 20G;30369;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;CANELA MARPA EM PO 20G;30417;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;CANJICA MARPA BRANCA 500G;30506;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;MANJERONA MARPA 10G;30543;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;ERVILHA MARPA PARTIDA 500G;30598;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;FARINHA MARPA MANDIOCA TORRADA 500G;30600;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;TEMPERO MARPA BAIANO 50G;30617;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;ALHO MARPA EM FLOCOS 20G;30711;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;MANJERICAO MARPA 10G;30713;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;SALSA MARPA DESIDRATADA 10G;30714;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;TEMPERO MARPA EXTRA FORTE 300G;30715;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;TEMPERO MARPA SAL E ALHO 300G;30716;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;TEMPERO MARPA COMPLETO S/PIMENTA 300G;30717;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;FARINHA MARPA MANDIOCA GROSSA 1KG;30718;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;ALIMENTO MARPA P/PASSARO CANARIO V 200G;30758;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;OREGANO MARPA 50G;30764;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;COLORIFICO MARPA 200G;30781;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;TEMPERO MARPA COMPLETO C/PIMENTA 300G;30782;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;POLVILHO MARPA DOCE 500G;30787;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;POLVILHO MARPA AZEDO 500G;30788;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;SAL MARPA AMONIACO 50G;30801;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;PIMENTA MARPA CALABRESA 20G;30802;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;ALECRIM MARPA 10G;30805;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;FUBA MARPA MIMOSO AMARELO 500G;30836;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;FARINHA MARPA DE MILHO AMARELA 500G;30837;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;MILHO MARPA P/PIPOCA PREMIUM 500G;30845;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;FARINHA MARPA DE ROSCA 500G;30846;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;FARINHA MARPA MANDIOCA BRANCA FINA 500G;30847;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;LENTILHA MARPA 400G;30848;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;SAGU MARPA 500G;30849;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;GRAO DE BICO MARPA 500G;30850;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;TRIGO MARPA P/QUIBE 500G;30851;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;PIPOCA MARPA MICRO-ONDAS QUEIJO 100G;31191;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;PIPOCA MARPA MICRO-ONDAS BACON 100G;31192;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;MIST.P/PAO DE QUEIJO MARPA 250G;31467;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;PIMENTA MARPA REINO MOIDA BRANCA 20G;31658;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;TEMPERO MARPA SAL E ALHO 1,005KG;31966;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;TEMPERO MARPA COMPLETO C/PIMENTA 1,005KG;31977;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;CONFEITOS MARPA P/BOLO 50G;31986;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;PAPRICA MARPA PICANTE 20G;32017;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;PAPRICA MARPA DOCE 20G;32018;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;CURRY MARPA 20G;32265;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;ERVA DOCE MARPA 20G;32345;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;COMINHO MARPA MOIDO 20G;32777;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;FUBA MARPA MIMOSO AMARELO 1KG;32908;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;A.C.PASQUOTTO & CIA LTDA;32909;COMPRA SUSPENSA; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;FARINHA MARPA MANDIOCA GROSSA 500G;32931;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;PIPOCA MARPA MICRO-ONDAS NATURAL 100G;32985;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;PIPOCA MARPA MICRO-ONDAS MANTEIGA 100G;32986;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;POP CORN MARPA MICRO-ONDAS MANT LIG 100G;32987;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;FAROFA MARPA DE MILHO TEMPERADA 350G;33327;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;TEMPERO MARPA COMPLETO S/PIMENTA 1,005KG;33328;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;TEMPERO MARPA EXTRA FORTE 1,005KG;33329;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;NOZ-MOSCADA MARPA MOIDA 20G;33365;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;PIPOCA MARPA MICRO-ONDAS NAT.LIGHT 100G;33481;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;FUBA MARPA PRE-COZIDO AMARELO 500G;34133;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;TEMPERO MARPA COMPLETO C/COLORIFICO 300G;34304;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;TEMPERO MARPA CHURRASCO S/PIMENTA 300G;34398;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;TEMPERO MARPA P/CHURRASCO C/PIMENTA 300G;34428;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;TAPIOCA MARPA NAO HIDRATADA 500G;34714;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;CANJICA MARPA AMARELA 500G;34744;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;FARINHA MARPA DE MILHO AMARELA 1KG;35205;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;TEMPERO MARPA SUAVE 1,005KG;35207;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;TEMPERO MARPA COMPLETO C/COLORIF 1,005KG;35213;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;PIPOCA MARPA MICRO-ONDAS DOCE 100G;35459;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;CRAVO DA INDIA MARPA EM PO 20G;35621;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;FAROFA MARPA MANDIOCA PICANTE 350G;36295;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;FECULA DE BATATA MARPA 200G;36296;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;TEMPERO MARPA COMPLETO ERVAS FINAS 300G;36746;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;TEMPERO MARPA COMPLETO C/ACAFRAO 300G;36747;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;FAROFA MARPA MANDIOCA BACON 350G;37210;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;ESPETO MARPA BAMBU P/CHURRASCO 40CM 25UN;40879;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;ESPETO MARPA BAMBU P/CHURRASCO 35CM 25UN;40892;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;ESPETO MARPA BAMBU P/CHURRASCO 25CM 50UN;40893;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;EXTRATO DE SOJA MARPA MAIS SAUDE 300G;41600;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;ESPETO MARPA BAMBU P/CHURRASCO 30CM 50UN;41639;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;FARINHA DE TRIGO MARPA INTEGRAL 500G;41864;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;A.C.PASQUOTTO & CIA LTDA;41919;COMPRA SUSPENSA; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;CHOC.GRANULADO MARPA 200G;41953;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;A.C.PASQUOTTO & CIA LTDA;42046;COMPRA SUSPENSA; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;A.C.PASQUOTTO & CIA LTDA;42059;COMPRA SUSPENSA; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;FARINHA MARPA LINHACA MARROM 150G;42123;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;CHOC.GRANULADO MARPA 500G;42529;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;CHOC.GRANULADO MARPA MACIO 150G;46145;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;CHOC.GRANULADO MARPA 50G;46170;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;A.C.PASQUOTTO & CIA LTDA;47515;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;PROTEINA DE SOJA MARPA MAIS SAUDE 400G;47516;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;AVEIA MARPA MAIS SAUDE FLOCOS 500G;47519;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;TORRESMINHO MARPA QUEIJO 80G;47815;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;PE.TRIGO P/QUIBE ACOUGUE KG;57524;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;BATATA MARPA PALHA TRADICIONAL 100G;59207;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;PE.CREME CEBOLA ACOUGUE KG;85350;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;AMENDOIM MARPA RUNNER 500G;93213;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;PIMENTA MARPA BIQUINHO 190G;110134;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;TAPIOCA MARPA HIDRATADA 500G;111618;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;MOLHO MARPA PIMENTA CASEIRO 150ML;124887;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;ALIMENTO MARPA P/PASSARO CALOPSITA 500G;130920;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;BATATA MARPA PALHA EXTRA FINA 100G;131608;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;CREME MARPA CEBOLA 65G;132009;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;BATATA MARPA PALHA 80G;139766;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;BICARBONATO SODIO MARPA 300G;143222;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;TEMPERO MARPA COMPLETO C/SAL ROSA 300G;143722;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;MIST.P/EMPANAR MARPA 250G;147361;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;MOLHO MARPA ROCA 500ML;151677;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;MOLHO MARPA P/PIPOCA 150ML;151692;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;TEMPERO MARPA CHIMICHURRI S/PIMENTA 15G;153404;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;FARINHA MARPA ARROZ 500G;156497;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;CONFEITOS MARPA P/BOLO BRANCO ROSA 50G;162125;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;PIMENTA MARPA MIX 4 PIMENTAS MOIDAS 40G;162130;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;PIMENTA MARPA MIX 4 PIMENTAS GRAOS 40G;162131;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;TEMPERO MARPA CHIMICHURRI C/PIMENTA 15G;162132;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;CONFEITOS MARPA P/BOLO BRANCO AZUL 50G;162134;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;CONFEITOS MARPA P/BOLO COLORIDO 50G;162136;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;TEMPERO MARPA SALSA/CEBOLA/BACON 20G;170156;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;TEMPERO MARPA SAL/CEBOLA/TOMATE SECO 20G;170527;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;TEMPERO MARPA ALHO/CEBOLA/SALSA 20G;170528;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;TEMPERO MARPA LEMON PEPPER 20G;170529;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;TEMPERO MARPA LIMAO E ERVAS FINAS 20G;170531;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;PE.PAPRICA PICANTE KG;172871;COMPRA SUSPENSA; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;TEMPERO MARPA VINAGRETE 20G;175756;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;PIPOCA MARPA MICRO-ONDAS NAT SAL 100G;179269;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;COLORIFICO MARPA 500G;182733;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;PE.CANELA EM PO SKT KG;184895;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;FAROFA MARPA MANDIOCA TEMPERADA 400G;190715;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;PIMENTA MARPA SIRIA MOIDA 20G;193243;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;TEMPERO MARPA SIRIO 25G;193248;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;TEMPERO MARPA CHIMICHURRI BARBECUE 15G;196970;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;PAPRICA MARPA DEFUMADA 20G;196977;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;ALHO MARPA FRITO CROCANTE 20G;196979;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;FAROFA MARPA MANDIOCA TEMPERADA 250G;201754;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;CHOC.EM PO MARPA 32% CACAU 200G;203294;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;ADOCANTE MARPA XYLITOL 150G;203434;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;CHOC.EM PO MARPA 50% CACAU 200G;205834;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;FARINHA MARPA PANKO 200G;208226;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;GENGIBRE MARPA MOIDO 15G;208371;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;TEMPERO MARPA P/FRANGO 25G;211228;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;TEMPERO MARPA CHIMICHURRI C/LIMAO 15G;211233;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;CHIMICHURRI MARPA DEFUMADO 15G;211235;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;PURE DE BATATA MARPA 160G;212106;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;PIPOCA MARPA L1KG P800G;213154;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;BATATA MARPA PALHA EXTRA FINA 400G;215060;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;LINHACA MARPA MAIS SAUDE DOURADA 100G;354670;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;FARINHA MARPA LINHACA DOURADA 100G;409043;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;ERVAS FINAS MARPA 10G;949946;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;KETCHUP MARPA PICANTE 200G;951554;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;KETCHUP MARPA TRADICIONAL 200G;951555;ATIVO; 43.470.228.000.158 ;PRATA
876;A.C.PASQUOTTO & CIA LTDA;KETCHUP MARPA TRADICIONAL 400G;951618;COMPRA SUSPENSA; 43.470.228.000.158 ;PRATA
